YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES,TOTAL SALES,LOG_TOTAL_SALES,TRANSFER_RATIO
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,100009,BOOTLEG RED - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,PWSWN INC,100024,MOMENT DE PLAISIR - 750ML,WINE,0.0,1.0,4.0,4.0,1.6094379124341003,2.0
2020,1,RELIABLE CHURCHILL LLLP,1001,S SMITH ORGANIC PEAR CIDER - 18.7OZ,BEER,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LANTERNA DISTRIBUTORS INC,100145,SCHLINK HAUS KABINETT - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DIONYSOS IMPORTS INC,100293,SANTORINI GAVALA WHITE - 750ML,WINE,0.82,0.0,0.0,0.82,0.598836501088704,0.5494505494505495
2020,1,KYSELA PERE ET FILS LTD,100641,CORTENOVA VENETO P/GRIG - 750ML,WINE,2.76,0.0,6.0,8.76,2.278292400425001,0.26595744680851063
2020,1,SANTA MARGHERITA USA INC,100749,SANTA MARGHERITA P/GRIG ALTO - 375ML,WINE,0.08,1.0,1.0,1.08,0.7323678937132266,1.8518518518518516
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,1008,JACK DANIELS COUNTRY COCKTAIL SOUTHERN PEACH - 10.OZ-NR,BEER,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,JIM BEAM BRANDS CO,10103,KNOB CREEK BOURBON 9YR - 100P - 375ML,LIQUOR,6.41,4.0,0.0,6.41,2.0028304393079956,0.6747638326585695
2020,1,INTERNATIONAL CELLARS LLC,101117,KSARA CAB - 750ML,WINE,0.33,1.0,2.0,2.33,1.2029723039923526,1.5037593984962405
2020,1,HEAVEN HILL DISTILLERIES INC,10120,J W DANT BOURBON 100P - 1.75L,LIQUOR,1.7,1.0,0.0,1.7,0.9932517730102833,0.7407407407407407
2020,1,BACCHUS IMPORTERS LTD,10123,NOTEWORTHY SMALL BATCH BOURBON - 750ML,LIQUOR,1.02,0.0,0.0,1.02,0.7030975114131134,0.49504950495049505
2020,1,BACCHUS IMPORTERS LTD,10124,NOTEWORTHY SMALL BATCH RYE 750ML,LIQUOR,0.68,0.0,0.0,0.68,0.5187937934151675,0.5952380952380952
2020,1,BACCHUS IMPORTERS LTD,10125,NOTEWORTHY SMALL BATCH HONEY BBN 750,LIQUOR,0.34,0.0,0.0,0.34,0.29266961396282,0.7462686567164178
2020,1,MONSIEUR TOUTON SELECTION,101346,ALSACE WILLIAM GEW - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",101486,POLIZIANO ROSSO MONTEPUL - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",101532,HATSUMAGO SAKE JUN MAI SHU - 720ML,WINE,0.34,1.0,1.0,1.34,0.8501509293696101,1.4925373134328357
2020,1,ROYAL WINE CORP,101664,RAMON CORDOVA RIOJA - 750ML,WINE,0.16,0.0,2.0,2.16,1.1505720275988207,0.8620689655172414
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,101702,MANISCHEWITZ CREAM RED CONCORD - 1.5L,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ROYAL WINE CORP,101753,BARKAN CLASSIC PET SYR - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,ROYAL WINE CORP,101915,WEINSTOCK CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ROYAL WINE CORP,101923,WEINSTOCK CHARD - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,JIM BEAM BRANDS CO,10197,KNOB CREEK BOURBON 9YR - 100P - 1.75L,LIQUOR,12.72,11.84,0.0,12.72,2.6188546222977394,0.9358600583090378
2020,1,STE MICHELLE WINE ESTATES,101974,CH ST MICH P/GRIS - 750ML,WINE,11.17,11.0,9.0,20.17,3.0525850851467737,0.9860312243221035
2020,1,Default,102,TWO BOTTLE WINE TOTE,STR_SUPPLIES,0.1,0.0,0.0,0.1,0.09531017980432487,0.9090909090909091
2020,1,SAZERAC CO,102032,FUKI SAKE - 750ML,WINE,1.25,0.0,1.0,2.25,1.1786549963416462,0.4444444444444444
2020,1,MONSIEUR TOUTON SELECTION,102083,CH DE LA CHESNAIE MUSCADET - 750ML,WINE,0.32,0.0,0.0,0.32,0.2776317365982795,0.7575757575757576
2020,1,MONSIEUR TOUTON SELECTION,102148,MONSIEUR TOUTON S/BLC - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,JIM BEAM BRANDS CO,10243,OLD GRAND DAD BOURBON 100P - 750ML,LIQUOR,1.21,1.0,0.0,1.21,0.7929925155296614,0.9049773755656109
2020,1,SALVETO IMPORTS LLC,10245,CRICOVA ORIGINAL WH - 750ML,WINE,1.91,4.0,147.0,148.91,5.010035114024223,1.7182130584192439
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10246,HILLROCK DOUBLE CASK RYE - 750ML,LIQUOR,0.51,0.0,0.0,0.51,0.412109650826833,0.6622516556291391
2020,1,HUB WINE CORPORATION,10264,90+ CELLARS LOT 113 BIG RED BLEND - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,RELIABLE CHURCHILL LLLP,10269,FEW BOURBON - 750ML,LIQUOR,0.85,0.0,0.0,0.85,0.6151856390902334,0.5405405405405405
2020,1,ALLAGASH BREWING COMPANY,10271,ALLAGASH SAISON 6/4 NR 12.0Z,BEER,0.0,0.0,9.0,9.0,2.302585092994046,1.0
2020,1,CAMPARI AMERICA LLC,10272,WILD TURKEY AMERICAN HONEY STING - 750ML,LIQUOR,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,1,PERNOD RICARD USA LLC,10276,ABERLOUR 18 YR - 750ML,LIQUOR,0.51,3.0,0.0,0.51,0.412109650826833,2.6490066225165565
2020,1,CAMPARI AMERICA LLC,10278,WILD TURKEY 101 - 200ML,LIQUOR,1.16,0.0,0.0,1.16,0.7701082216960736,0.4629629629629629
2020,1,PERNOD RICARD USA LLC,10279,THE GLENLIVET NADURRA FIRST FILL - 750ML,LIQUOR,0.34,1.0,0.0,0.34,0.29266961396282,1.4925373134328357
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",103055,ALLAN SCOTT VYDS S/BLC - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,10324,DELOACH RR CHARD - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,BACARDI USA INC,10332,GREY GOOSE VODKA - 375ML,LIQUOR,33.57,36.0,0.0,33.57,3.5429862539335333,1.0702921608330922
2020,1,YOUNG WON TRADING INC,10345,KLOUD - 500/12 NR,BEER,2.0,2.0,0.0,2.0,1.0986122886681098,1.0
2020,1,YOUNG WON TRADING INC,10346,KLOUD - 330/24 NR,BEER,2.75,2.0,7.0,9.75,2.3749057545736716,0.8
2020,1,TROEGS BREWING COMPANY,10356,TROEGS NUGGET NECTAR 4/6 CANS,BEER,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",103608,VAJRA LANGHE NEBBIOLO DOC - 750ML,WINE,0.48,0.0,2.0,2.48,1.247032293786383,0.6756756756756757
2020,1,CASTLE BRANDS USA CORP,10375,PALLINI LIMONCELLO 6/CS - 750ML,LIQUOR,11.99,15.0,0.0,11.99,2.5641798306825083,1.2317167051578137
2020,1,LEGENDS LTD,10387,FIRESTONE NITRO MERLIN - 50L,KEGS,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,WASHBURN WINE CO,10394,DE GARRE BELGIUM ALE - 750ML,BEER,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,Default,104,FOUR BOTTLE WINE TOTE,STR_SUPPLIES,0.4,0.0,0.0,0.4,0.33647223662121295,0.7142857142857143
2020,1,CELICAR LLC DBA TWIN VALLEY DISTILLERS,10401,DIRTY APPLES CINNAMON WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,DIONYSOS IMPORTS INC,104060,LES CHAILLOUX SANCERRE CHERRIE - 750ML,WINE,2.55,5.0,3.0,5.55,1.8794650496471605,1.6901408450704227
2020,1,DOPS INC,10407,21ST AMENDMENT EL SULLY CERVEZA - 4/6 12.0Z,BEER,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,JACKSON FAMILY ENTERPRISES INC,10413,MURPHY GOODE CHARD - 750ML,WINE,9.41,8.0,13.0,22.41,3.1531632815028194,0.8645533141210374
2020,1,YOUNG WON TRADING INC,104280,SHO CHIKU BAI SAKE - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,BUCK DISTRIBUTING COMPANY INC,10430,STONE IPA 4/6 NR - 12OZ,BEER,33.79,45.0,120.75,154.54,5.046902933266797,1.322219028456453
2020,1,PUNTO VINO LLC,104302,EREDI LODALI BAROLO 6/CS - 750ML,WINE,1.19,0.0,0.0,1.19,0.7839015438284094,0.4566210045662101
2020,1,VICTORY BREWING COMPANY LLC,10431,VICTORY GOLDEN MONKEY 4/6 NR,BEER,16.75,19.0,191.0,207.75,5.341137363730965,1.1267605633802817
2020,1,DIONYSOS IMPORTS INC,10432,MYTHOS BEER 4/6NR - 11.2OZ,BEER,1.5,0.0,35.0,36.5,3.624340932976365,0.4
2020,1,LEGENDS LTD,10434,LAGUNITAS IPA 4/6 NR - 12OZ,BEER,63.5,63.0,210.0,273.5,5.614951260949585,0.9922480620155039
2020,1,LEGENDS LTD,10435,LAGUNITAS SUMPIN SUMPIN 4/6 NR - 12OZ,BEER,15.41,22.0,57.0,72.41,4.29606016612269,1.4015843997562463
2020,1,LEGENDS LTD,10436,OSKAR BLUES DALES PALE ALE 12.OZ 4/6 CAN,BEER,37.0,46.0,113.0,150.0,5.017279836814924,1.236842105263158
2020,1,LEGENDS LTD,10437,CRISPIN CIDER ORIGINAL 4/6 NR - 12OZ,BEER,0.0,0.0,25.0,25.0,3.258096538021482,1.0
2020,1,LEGENDS LTD,10438,BRECKENRIDGE VANILLA PORTER 4/6 NR - 12OZ,BEER,7.0,5.0,54.0,61.0,4.127134385045092,0.75
2020,1,THE WINE GROUP,10439,CONCANNON FOUNDERS CAB - 750ML,WINE,0.74,0.0,3.0,3.74,1.556037135706985,0.5747126436781609
2020,1,THE WINE GROUP,10440,CONCANNON FOUNDERS CHARD - 750ML,WINE,0.41,0.0,3.0,3.41,1.4838746894587547,0.7092198581560284
2020,1,THE WINE GROUP,10441,LOVE P/NOIR - 750ML,WINE,8.49,17.67,25.0,33.49,3.5406694269487495,1.9673340358271867
2020,1,PERNOD RICARD USA LLC,10442,OLMECA ALTOS TEQ - PLATA - 750ML,LIQUOR,20.95,34.0,4.0,24.95,3.2561716096118976,1.5945330296127562
2020,1,PERNOD RICARD USA LLC,10443,OLMECA ALTOS TEQ - REPOSADO - 750ML,LIQUOR,20.7,38.0,2.0,22.7,3.1654750481410856,1.7972350230414746
2020,1,PERNOD RICARD USA LLC,10444,JAMESON CASKMATES STOUT - 750ML,LIQUOR,36.31,29.66,0.0,36.31,3.6192613872330663,0.8217636022514071
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10445,BRECKENRIDGE BOURBON - 750ML,LIQUOR,12.07,11.0,2.0,14.07,2.712706012638404,0.918133129303749
2020,1,ELITE WINES IMPORTS,104450,SEIFRIED S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DOPS INC,104604,DRY CREEK HERITAGE CLONE ZIN - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LUNEAU USA INC,104639,JULES BERTIER SPARK - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,PERNOD RICARD USA LLC,10472,MALIBU RUM - PASSION FRUIT - 750ML,LIQUOR,3.9,0.0,0.0,3.9,1.589235205116581,0.2040816326530612
2020,1,LEGENDS LTD,10475,HITACHINO ANABAI - 11.2OZ,BEER,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,BARON FRANCOIS LTD,10480,CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,LIQUOR,2.37,4.0,0.0,2.37,1.2149127443642704,1.4836795252225519
2020,1,BARON FRANCOIS LTD,10499,CHATEAU LAUBADE ARMAGNAC XO - 750ML,LIQUOR,1.53,1.0,0.0,1.53,0.9282193027394289,0.7905138339920947
2020,1,Default,105,WINE GIFT TOTE SINGLE BOTTLE,STR_SUPPLIES,10.6,0.0,0.0,10.6,2.451005098112319,0.08620689655172414
2020,1,ROYAL WINE CORP,105031,CH DE LA GRAVE RED - 750ML,WINE,0.0,0.0,10.0,10.0,2.3978952727983707,1.0
2020,1,PROXIMO SPIRITS INC,10529,JOSE CUERVO GOLDEN MARGARITA - 1.75L,LIQUOR,46.66,47.0,0.0,46.66,3.8640924716705958,1.0071338648762065
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,10545,FERRARI CARANO MERLOT SONOMA - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,105490,HAKUTSURU SAKE - 720ML,WINE,3.07,4.0,0.0,3.07,1.4036429994545037,1.2285012285012284
2020,1,TROEGS BREWING COMPANY,1058,TROEGS HOPBACK ALE 4/6 NR,BEER,6.79,9.0,11.0,17.79,2.933324813425374,1.2836970474967908
2020,1,LEGENDS LTD,10586,ALHAMBRA RESERVA 20L-1/6K,KEGS,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LEGENDS LTD,10593,ALHAMBRA RESERVA - 4/6NR 12.0Z,BEER,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,Default,106,SIX BOTTLE WINE TOTE (NO LOGO),STR_SUPPLIES,2.1,6.0,0.0,2.1,1.1314021114911006,2.258064516129032
2020,1,DOPS INC,10603,NORTH COAST OLD RASPUTIN - 22.0Z,BEER,0.24,1.0,1.0,1.24,0.8064758658669484,1.6129032258064517
2020,1,LEGENDS LTD,10609,FIRESTONE LUPONIC DISTORTION - 4/6 CAN 12.0Z,BEER,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LEGENDS LTD,10610,LAGUNITAS LIL SUMPIN - 2/12 NR 12.0Z,BEER,1.5,0.0,7.0,8.5,2.2512917986064953,0.4
2020,1,LEGENDS LTD,10632,FIRESTONE LUPONIC DISTORTION - 50L,KEGS,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,DIAGEO NORTH AMERICA INC,10634,SMIRNOFF VODKA - CHERRY - 1L,LIQUOR,7.02,8.75,1.0,8.02,2.199444334074532,1.2157107231920201
2020,1,THE WINE GROUP,10637,CUPCAKE PROSECCO - 187 3PK,WINE,4.53,5.0,13.0,17.53,2.9193910402972683,1.0849909584086799
2020,1,THE WINE GROUP,10638,FRANZIA PINK MOSCATO - 5L,WINE,2.5,4.0,20.0,22.5,3.1570004211501135,1.4285714285714286
2020,1,LEGENDS LTD,10646,OSKAR BLUES G'KNIGHT - 4/6 CAN 12.OZ,BEER,0.25,0.0,7.0,7.25,2.1102132003465894,0.8
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",106518,MADFISH WEST AUST SHZ - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,JIM BEAM BRANDS CO,10666,SAUZA HORNITOS REPOSATO - 375ML,LIQUOR,0.16,0.0,0.0,0.16,0.1484200051182733,0.8620689655172414
2020,1,JIM BEAM BRANDS CO,10667,EFFEN VODKA - BLACK CHERRY - 375ML,LIQUOR,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,1,JIM BEAM BRANDS CO,10668,MAKERS MARK BOURBON - 375ML,LIQUOR,26.25,21.0,1.0,27.25,3.34109345759245,0.8073394495412844
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10669,TWO JAMES JOHNNY SMOKING GUN WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10675,BRINLEY GOLD SHIPWRECK SPICED RUM - 750ML,LIQUOR,0.17,1.0,0.0,0.17,0.15700374880966478,1.7094017094017095
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10676,BRINLEY GOLD SHIPWRECK COCONUT RUM - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10678,BRINLEY GOLD SHIPWRECK COCONUT RUM CREAM- 750ML,LIQUOR,0.0,1.0,0.0,0.0,0.0,2.0
2020,1,MONSIEUR TOUTON SELECTION,106917,ALSACE WILLIAM CREMANT BRUT - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10693,TAYLOR LAKE COUNTRY RED - 3L,WINE,3.0,5.0,0.0,3.0,1.3862943611198906,1.5
2020,1,LEGENDS LTD,10696,FIRESTONE VARIETY - 2/12 12.OZ CAN,BEER,2.0,2.0,13.0,15.0,2.772588722239781,1.0
2020,1,MICHAEL R DOWNEY SELECTIONS INC,106968,ADRIANO ADAMI PROSECCO BRUT - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,Unknown,107,JIGGER MEASURE SHOT GLASS,STR_SUPPLIES,14.69,18.0,0.0,14.69,2.753023566744941,1.2109623964308478
2020,1,ATLAS BREW WORKS LLC,10711,ATLAS BREW WORKS PONZI - 4/6 12.OZ CAN,BEER,19.54,22.0,50.75,70.28999999999999,4.266756065129537,1.1197663096397275
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,107123,DELLA SCALA P/GRIG - 750ML,WINE,0.75,0.0,0.0,0.75,0.5596157879354227,0.5714285714285714
2020,1,YOUNG WON TRADING INC,107352,SHO CHIKU BAI NIGORI SAKE - 375ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,THE WINE GROUP,10737,CONCANNON FOUNDERS PETITE SYRAH - 750ML,WINE,0.32,0.0,2.0,2.32,1.199964782928397,0.7575757575757576
2020,1,FRONT PORCH MICRO WINERY LLC,10738,THE WINERY AT OLNEY CHARD - 750ML,WINE,0.32,0.0,0.0,0.32,0.2776317365982795,0.7575757575757576
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10740,BERINGER FOUNDERS EST P/GRIG - 750ML,WINE,3.1,0.0,0.0,3.1,1.410986973710262,0.24390243902439027
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10758,CH ST JEAN CAL MER - 750ML,WINE,2.81,4.0,9.0,11.81,2.550226115908643,1.3123359580052494
2020,1,TRADEWINDS SPECIALTY IMPORTS LLC,10768,ER BOQUERON - 330ML,BEER,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,YOUNG WON TRADING INC,107816,HAKUSHIKA GOLD SAKE - 720ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,CONSTELLATION BRANDS,10787,HIGH WEST YIPPEE KI-YAY RYE - 750ML,LIQUOR,3.23,0.0,0.0,3.23,1.4422019930581866,0.23640661938534277
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10804,CH ST JEAN CAL CAB - 750ML,WINE,4.32,6.0,23.0,27.32,3.343568268825519,1.3157894736842104
2020,1,MONSIEUR TOUTON SELECTION,108200,SUSANA BALBO CRIOS TORRONTES - 750ML,WINE,0.16,0.0,0.0,0.16,0.1484200051182733,0.8620689655172414
2020,1,LEGENDS LTD,10829,WOLFFERS DRY ROSE CIDER - 12.OZ 6/4NR,BEER,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,SIERRA NEVADA BREWING CO,10836,SIERRA NEVADA KELLERWEIS - 1/6K,KEGS,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,BARON FRANCOIS LTD,108367,DOM CAVES DE PRIEURE SANCERRE - 750ML,WINE,0.33,3.0,0.92,1.25,0.8109302162163288,3.007518796992481
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10844,HILLROCK MADIERA FINISHED RYE - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10847,MARKHAM CAB - 750ML,WINE,1.16,0.0,1.0,2.16,1.1505720275988207,0.4629629629629629
2020,1,CONSTELLATION BRANDS,10859,TOM GORE CHARD - 750ML,WINE,0.66,0.0,6.0,6.66,2.0360119837525,0.6024096385542168
2020,1,CONSTELLATION BRANDS,10860,TOM GORE CAB - 750ML,WINE,2.94,3.0,5.0,7.9399999999999995,2.190535589185423,1.015228426395939
2020,1,CONSTELLATION BRANDS,10861,RAVAGE CAB - 750ML,WINE,4.44,4.0,6.0,10.440000000000001,2.437115985951652,0.9191176470588235
2020,1,CONSTELLATION BRANDS,10862,SERPENTS BITE WHISKEY - 750ML,LIQUOR,2.77,0.0,0.0,2.77,1.3270750014599193,0.26525198938992045
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",108634,INDABA WESTERN CAPE CH/BLC - 750ML,WINE,1.82,3.0,4.0,5.82,1.9198594718553708,1.4184397163120566
2020,1,DUGGANS DISTILLERS PROD,10864,FORBIDDEN SECRET WH CHOCOLATE - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,LEGENDS LTD,10866,GIN MARE - 750ML,LIQUOR,0.34,0.0,2.0,2.34,1.205970806988609,0.7462686567164178
2020,1,LEGENDS LTD,10867,GUNPOWDER RYE - 750ML,LIQUOR,0.34,0.0,0.0,0.34,0.29266961396282,0.7462686567164178
2020,1,SAZERAC CO,10869,99 SCHNAPPS - PINEAPPLE - 750ML,LIQUOR,0.64,0.0,0.0,0.64,0.49469624183610705,0.6097560975609756
2020,1,VINTAGE WINE ESTATES INC,108790,CARTLIDGE & BROWN CAB - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10898,PICCINI CHIANTI - 1.5L,WINE,12.98,9.0,13.83,26.810000000000002,3.3253956682458736,0.7153075822603719
2020,1,Default,109,WINE TOTE WOOD HANDLE 2 POCKET 4 BTL,STR_SUPPLIES,2.8,0.0,0.0,2.8,1.33500106673234,0.2631578947368421
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,109053,GOLDWATER DOG POINT S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,SAGAMORE WHISKEY LLC,10907,SAGAMORE RYE - 750ML,LIQUOR,22.16,21.0,5.0,27.16,3.3379025312898416,0.9499136442141624
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10908,SLOOP BETTY VODKA - HONEY - 750ML,LIQUOR,0.68,0.0,0.0,0.68,0.5187937934151675,0.5952380952380952
2020,1,JIM BEAM BRANDS CO,10930,LAPHROAIG LORE SCOTCH - 750ML,LIQUOR,0.85,0.0,0.0,0.85,0.6151856390902334,0.5405405405405405
2020,1,LEGENDS LTD,10931,FOUNDERS ALL DAY 1/15PK 12OZ CAN,BEER,15.0,12.0,180.0,195.0,5.278114659230517,0.8125
2020,1,LEGENDS LTD,10932,FOUNDERS ALL DAY - 4/6,BEER,0.0,0.0,45.0,45.0,3.828641396489095,1.0
2020,1,LEGENDS LTD,10934,FOUNDERS CENTENNIAL - 4/6,BEER,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,LEGENDS LTD,10936,FOUNDERS DIRTY BASTARD - 4/6,BEER,0.0,0.0,13.0,13.0,2.6390573296152584,1.0
2020,1,LEGENDS LTD,10940,FOUNDERS PORTER - 4/6,BEER,0.0,0.0,27.0,27.0,3.332204510175204,1.0
2020,1,LEGENDS LTD,10946,FOUNDERS NITRO RUBAEUS - 1/2K,KEGS,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,DIONYSOS IMPORTS INC,109525,BOUDIN CHAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LEGENDS LTD,10953,FOUNDERS ALL DAY - 1/2K,KEGS,0.0,0.0,8.0,8.0,2.1972245773362196,1.0
2020,1,BACCHUS IMPORTERS LTD,10959,OLD LINE SINGLE MALT WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,J LOHR WINERY,10979,J LOHR RIVERSTONE CHARD - 1.5L,WINE,11.07,11.0,4.0,15.07,2.776954179749421,0.9942004971002485
2020,1,PUNTO VINO LLC,109924,HILLINGER ZWEIGELT - 750ML,WINE,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,1,DOPS INC,10994,ABITA BIG EASY IPA - 12.OZ 4/6,BEER,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,LEGENDS LTD,10997,FOUNDERS KENTUCKY BREAKFAST STOUT - 6/4,BEER,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,Default,110,WINE BOTTLE TOTE 6 BTL HEAVY DUTY,STR_SUPPLIES,0.2,0.0,0.0,0.2,0.18232155679395465,0.8333333333333334
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,110000,SEAGRAM'S GIN - EXTRA DRY - 100ML,LIQUOR,0.24,1.0,0.0,0.24,0.2151113796169455,1.6129032258064517
2020,1,SAZERAC CO,11002,ANCIENT AGE BOURBON - 1.75L,LIQUOR,10.63,13.0,0.0,10.63,2.453587966530573,1.2037833190025795
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,110132,R MONDAVI PRIVATE SEL CAB - 375ML,WINE,3.56,3.0,3.0,6.5600000000000005,2.0228711901914416,0.8771929824561403
2020,1,LEGENDS LTD,11014,LAGUNITAS LUCKY 13 - 12.OZ 4/6 NR,BEER,0.0,0.0,30.0,30.0,3.4339872044851463,1.0
2020,1,THE WINE GROUP,11019,CHLOE PROSECCO - 750ML,WINE,41.65,30.0,4.0,45.65,3.8426729272933526,0.7268464243845252
2020,1,LUXCO SPIRITED BRANDS,11029,EZRA BROOKS BOURBON - 1.75L,LIQUOR,68.3,66.67,0.0,68.3,4.238444906195857,0.9764790764790765
2020,1,BACCHUS IMPORTERS LTD,110345,LUIGI EINAUDI DOLCE DOGLIANI - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LUXCO SPIRITED BRANDS,11037,EZRA BROOKS BOURBON - 750ML,LIQUOR,4.89,3.92,1.0,5.89,1.9300710850255671,0.8353140916808149
2020,1,LEGENDS LTD,11055,AUSTIN ORIGINAL CIDER 4/6 CANS,BEER,0.0,0.0,17.96,17.96,2.942331496826876,1.0
2020,1,LEGENDS LTD,11056,AUSTIN PINEAPPLE CIDER - 12.OZ 4/6 CAN,BEER,0.0,0.0,19.0,19.0,2.995732273553991,1.0
2020,1,LEGENDS LTD,11057,AUSTIN TEXAS HONEY CIDER - 12.OZ 4/6 CAN,BEER,0.0,0.0,9.0,9.0,2.302585092994046,1.0
