YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES,TOTAL SALES,LOG_TOTAL_SALES,TRANSFER_RATIO
2020,1,ARTISANS & VINES LLC,354942,PACHECO GARNACHA - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,354944,TENET THE CONVERT RED BLEND - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,INTERBALT PRODUCTS CORP,354970,SOVETSKOE CHAMP MINSK BRUT - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,354972,SOVETSKOE CHAMP MINSK RED SWEET - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,354976,SOVETSKOE CHAMP MINSK SEMI SWEET - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,354980,MASCHIO SPARKLING ROSE - 187ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,GEORGIAN HOUSE OF GREATER WASHINGTON,355004,DOM DE L'ECU CLASSIC MUSCADET - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355006,SAM HOUSTON STRAIGHT BOURBON 12YR - 750ML,LIQUOR,3.4,14.0,0.0,3.4,1.4816045409242156,3.4090909090909087
2020,1,GEORGIAN HOUSE OF GREATER WASHINGTON,355026,PRESELO ESTATE FURMIT - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,355028,KGM TVISHI - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DIONYSOS IMPORTS INC,355040,CLOS DU CAILLOU CDR RED - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,POTOMAC SELECTIONS INC,355048,CANTINA DEL PINO BARBARESCO - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ROYAL WINE CORP,355050,COVENANT BLUE C ADOM - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355052,SEAN MINOR NORTH COAST CAB - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,ROYAL WINE CORP,355054,CH REMO HOSEN RED BLEND - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,POTOMAC SELECTIONS INC,355056,BERECHE CRUS SELECTIONNES COTE DE BLANC - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355060,SOCIAL TSTD COCO ALMOND SPK SAKE - 10OZ,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,355062,KOZEL LAGER CAN - 16.9OZ,BEER,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355065,SOCIAL ELDERFLOWER/APPLE SPK SAKE - 10OZ,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,355066,ZUBR LAGER  - 16.9OZNR,BEER,0.0,0.0,7.0,7.0,2.0794415416798357,1.0
2020,1,INTERBALT PRODUCTS CORP,355068,KOZEL DARK  LAGER CAN - 16.9OZ,BEER,0.0,0.0,4.83,4.83,1.763017000362401,1.0
2020,1,INTERBALT PRODUCTS CORP,355072,ZUBR LAGER CAN - 16.9OZ,BEER,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355076,PAULANER WEIZ RADLER NA 4X6 NR - 11.2OZ,NON-ALCOHOL,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,ARTISANS & VINES LLC,355078,ZONTES FOOTSTEP SCARLET LADYBIRD ROSE - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ARTISANS & VINES LLC,355082,ZONTES FOOTSTEP LOVE SYMBOL GRENACHE - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,JOS VICTORI WINES,355090,VENDI SWEET MERLOT - 750ML,WINE,0.0,0.0,10.0,10.0,2.3978952727983707,1.0
2020,1,JOS VICTORI WINES,355094,VENDI SWEET MOSCATO ROSE - 750ML,WINE,0.0,0.0,10.0,10.0,2.3978952727983707,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355096,CRANE LAKE CAL CAB - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,JOS VICTORI WINES,355100,JOHN UMBACH PS CABERNET SAUVIGNON - 750ML,WINE,0.0,0.0,18.0,18.0,2.9444389791664403,1.0
2020,1,JOS VICTORI WINES,355104,JOHN UMBACH PS PINOT NOIR - 750ML,WINE,0.0,0.0,13.0,13.0,2.6390573296152584,1.0
2020,1,LANTERNA DISTRIBUTORS INC,355106,PINARD SANCERRE FLORES BLANC - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355108,PESSAC LEOGNAN CH DE HAUT BAILLY - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355110,ACRE NAPA MERLOT - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355114,PAUL HOBBS CROSSBARN CAB - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355116,SANTA JULIA RESERVA MALBEC - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355118,DOM B DEFAIX COTES DE LECHET CHAB - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,CONSTANTINE WINES INC,355120,UNDERWOOD SPARKLING CANS,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355122,INVIVO X SJP MARLBOROUGH S/BLC - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355124,DR LOOSEN BERNKASTELER LAY KAB - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,FIVE GRAPES LLC,355128,LOUIS BELVEAUX BORDEAUX RGE KEG - 20L,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355132,MORLET COTX NOBLES P/NOIR - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,LANTERNA DISTRIBUTORS INC,355134,HERDADE DO ROCIM ALICANTE BOUSCHET - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355136,PIERRE BRETON BOURGUEIL CLAIRET - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355138,LAURENT PERRIER RSE WOOD - 3LTR,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,POTOMAC SELECTIONS INC,355142,ZORZAL TERROIR UNICO P/NOIR TUPUNGATO VLY - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,CONSTANTINE WINES INC,355144,FUSE CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355146,VINUM CELLARS CHEN BL  - 19.5L,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,CONSTANTINE WINES INC,355148,SIGNORELLO HOPES CUV CHARD - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,INTERBALT PRODUCTS CORP,355154,AYMARA RED BLEND - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,POTOMAC SELECTIONS INC,355156,VINA MAITIA ROTO CABERNET SAUVIGNON - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,355158,CH DE MANISSY ROSE - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,355160,ALBERT MANN PINOT BLANC - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355166,PALI RIVIERA P/NOIR - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355170,MT BEAUTIFUL SAUVIGNON BLANC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355174,ANGELINE RUSSIAN RIVER P/NOIR - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,DIONYSOS IMPORTS INC,355186,FOUNDIS ESTATE RED - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355188,PYROS PEDERNAL VALLEY MALBEC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355192,CHALK HILL RR CHARD - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355198,INSCRIPTION PINOT NOIR WILLIAMETTE VALLEY - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355200,SIDECAR CC PINOT NOIR - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DOPS INC,35521,FESS PARKER S BARB CHARD - 750ML,WINE,0.25,0.0,0.0,0.25,0.22314355131420976,0.8
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355216,YACOUBIAN HOBBS DRY ERENI - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",355220,PAUL HOBBS CROSSBARN CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355346,EOS PINOT GRIGIO - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,DIAGEO NORTH AMERICA INC,35548,SMIRNOFF VODKA - ORANGE TW - 1.75L,LIQUOR,11.71,10.0,0.0,11.71,2.542389085201363,0.8654602675059008
2020,1,SAZERAC CO,35556,SKOL VODKA - 750ML,LIQUOR,4.33,4.0,0.0,4.33,1.673351238177753,0.9380863039399625
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355623,NAPA CELLARS S/BLC - 750ML,WINE,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,SAZERAC CO,35580,FLEISCHMANN'S VODKA - 1L,LIQUOR,5.44,4.0,0.0,5.44,1.8625285401162623,0.7763975155279502
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355933,ARTISAN S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,355941,ARTISAN CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,JIM BEAM BRANDS CO,35599,GILBEY'S VODKA - 200ML,LIQUOR,38.46,38.0,0.0,38.46,3.6752875005944694,0.988342625443487
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,356000,LANZUR CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,356018,LANZUR MER - 750ML,WINE,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,356204,LONG SHADOWS PEDESTAL MER - 750ML,WINE,0.0,0.0,0.0,0.0,0.0,1.0
2020,1,SAZERAC CO,35629,SKOL VODKA - 1.75L,LIQUOR,113.44,105.0,0.0,113.44,4.74005066818191,0.9262495630898288
2020,1,SAZERAC CO,35637,FLEISCHMANN'S VODKA - 1.75L,LIQUOR,45.4,29.0,0.0,45.4,3.8372994592322094,0.646551724137931
2020,1,JIM BEAM BRANDS CO,35653,GILBEY'S VODKA - 1.75L,LIQUOR,112.68,102.33,4.0,116.68,4.767969076293182,0.9089549612948628
2020,1,JIM BEAM BRANDS CO,35661,KAMCHATKA VODKA - 1.75L,LIQUOR,24.82,16.0,0.0,24.82,3.2511493854184965,0.6584043377226956
2020,1,DIAGEO NORTH AMERICA INC,35670,GORDON'S VODKA - 1.75L,LIQUOR,33.97,26.0,0.0,33.97,3.5544905510752844,0.7720903631684302
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,356786,TANGLEY OAKS CHARD - 750ML,WINE,1.07,1.0,0.0,1.07,0.7275486072772778,0.9661835748792269
2020,1,MONSIEUR TOUTON SELECTION,356930,VILLA CORTI CHIANTI - 750ML,WINE,0.0,0.0,7.0,7.0,2.0794415416798357,1.0
2020,1,SAZERAC CO,35700,SKOL VODKA - 1L,LIQUOR,8.49,6.0,9.0,17.490000000000002,2.9172300453990334,0.7376185458377239
2020,1,INTERBALT PRODUCTS CORP,3573,BALTICA # 7 4/6NR - 330ML,BEER,0.0,0.0,0.0,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",357324,ALTOSUR MALBEC - 750ML,WINE,0.16,0.0,20.92,21.080000000000002,3.094672221408895,0.8620689655172414
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",357375,ANGELINE RES CHARD - 750ML,WINE,3.87,4.0,10.0,13.870000000000001,2.6993457604720636,1.0266940451745379
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",357383,ANGELINE P/NOIR RS - 750ML,WINE,4.0,7.0,19.0,23.0,3.1780538303479458,1.6
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,35750,SONOMA CUTRER RR CHARD 12/CS - 375ML,WINE,7.21,9.0,3.0,10.21,2.4168062370840686,1.2180267965895248
2020,1,DIONYSOS IMPORTS INC,357626,PAUL THIBERT ST VERAN - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,35769,SONOMA CUTRER RR CHARD - 750ML,WINE,65.69,40.0,84.0,149.69,5.015224746430063,0.6147848253111411
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,357731,ARCENO CHIANTI CLS RES RED - 750ML,WINE,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,1,JIM BEAM BRANDS CO,35777,GILBEY'S VODKA - 375ML,LIQUOR,120.07,115.0,1.0,121.07,4.804594650681708,0.958123399686132
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,357804,A TO Z OREGON P/NOIR - 750ML,WINE,15.78,14.0,36.0,51.78,3.966132331075178,0.8939213349225268
2020,1,PHILLIPS FARMS LLC,357871,MICHAEL DAVID PETITE PETIT - 750ML,WINE,14.46,17.0,9.0,23.46,3.1970391302590264,1.1642949547218628
2020,1,DIAGEO NORTH AMERICA INC,35815,GORDON'S VODKA - 1L,LIQUOR,2.89,2.0,4.0,6.890000000000001,2.065596134857783,0.7712082262210797
2020,1,MONSIEUR TOUTON SELECTION,358169,LA CRAIE POUILLY FUME - 750ML,WINE,0.08,0.0,1.0,1.08,0.7323678937132266,0.9259259259259258
2020,1,DIONYSOS IMPORTS INC,358304,BURMESTER JOCKEY CLUB PORT - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DIAGEO NORTH AMERICA INC,35831,SMIRNOFF VODKA - 1L,LIQUOR,56.32,48.0,29.0,85.32,4.458061320949879,0.8548499651081647
2020,1,SAZERAC CO,35840,BOWMAN'S VODKA - 1.75L,LIQUOR,457.6,420.5,8.0,465.6,6.1454723595873295,0.9191016136066288
2020,1,SAZERAC CO,35858,BOWMAN'S VODKA - 1L,LIQUOR,91.32,86.0,64.0,155.32,5.051905188294473,0.9423743500866552
2020,1,SAZERAC CO,35866,BOWMAN'S VODKA - 375ML,LIQUOR,76.94,72.0,4.0,80.94,4.405987272118725,0.9366179112137542
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,359017,URBAN RIES - 750ML,WINE,0.32,0.0,1.0,1.32,0.8415671856782186,0.7575757575757576
2020,1,E & J GALLO WINERY,35916,NAKED GRAPE CAL MOSCATO - 750ML,WINE,0.16,0.0,0.0,0.16,0.1484200051182733,0.8620689655172414
2020,1,STOLI GROUP (USA) LLC,35920,STOLICHNAYA VODKA - 1.75L,LIQUOR,164.66,134.0,3.0,167.66,5.127884854146496,0.8149221296631656
2020,1,STOLI GROUP (USA) LLC,35939,STOLICHNAYA VODKA - 1L,LIQUOR,14.85,13.0,9.0,23.85,3.2128577525426376,0.8832807570977919
2020,1,SAZERAC CO,359430,FIREBALL CINNAMON WHISKY CARRIER - 6/50ML,LIQUOR,6.55,10.0,0.0,6.55,2.0215475632609334,1.456953642384106
2020,1,CONSTANTINE WINES INC,359475,PLUNGERHEAD LODI ZIN - 750ML,WINE,1.29,1.0,6.0,7.29,2.1150499691472033,0.8733624454148472
2020,1,DIONYSOS IMPORTS INC,359637,MANOUSAKIS NOSTOS RED - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,STEFANO INCORPORATED,359645,EFE RAKI BLUE LABEL - 750ML,LIQUOR,2.4,3.0,0.0,2.4,1.2237754316221157,1.1764705882352942
2020,1,RELIABLE CHURCHILL LLLP,359653,RIONDO PROSECCO - 750ML,WINE,16.18,14.0,8.0,24.18,3.2260500286162013,0.8731082654249127
2020,1,ROOTS RUN DEEP LLC,359670,EDUCATED GUESS CAB - 750ML,WINE,10.15,24.83,12.0,22.15,3.1419947805322432,2.3165919282511207
2020,1,MONSIEUR TOUTON SELECTION,359696,TRE FILI P/GRIGIO ORGANIC - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,BACCHUS IMPORTERS LTD,35998,CHEHALEM 3 VYDS P/NOIR - 750ML,WINE,1.82,4.0,0.0,1.82,1.0367368849500223,1.7730496453900708
2020,1,DEUTSCH FAMILY WINE & SPIRITS,36013,LUKSUSOWA VODKA - 750ML,LIQUOR,18.5,14.0,0.0,18.5,2.970414465569701,0.7692307692307693
2020,1,PERNOD RICARD USA LLC,36030,ABSOLUT VODKA - 80 PROOF - 1L,LIQUOR,34.46,23.0,26.0,60.46,4.1183865567023386,0.676818950930626
2020,1,ELITE WINES IMPORTS,360392,LAS PERDICES MAL - 750ML,WINE,0.9,0.0,12.0,12.9,2.631888840136646,0.5263157894736842
2020,1,ELITE WINES IMPORTS,360414,LAS PERDICES P/GRIGIO - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,ELITE WINES IMPORTS,360449,MAYOL MAL - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,1,PERNOD RICARD USA LLC,36048,ABSOLUT VODKA - 80 PROOF - 1.75L,LIQUOR,89.6,112.0,4.0,93.6,4.549657476057832,1.2472406181015454
2020,1,PERNOD RICARD USA LLC,36056,ABSOLUT VODKA - 80 PROOF - 750ML,LIQUOR,55.16,49.0,2.0,57.16,4.063197833225264,0.8903133903133904
2020,1,ROYAL WINE CORP,360597,BINYAMINA YOGEY CHARD S/BLC - 750ML,WINE,0.0,1.0,0.0,0.0,0.0,2.0
2020,1,ROYAL WINE CORP,360619,BINYAMINA YOGEV CAB MER - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,PERNOD RICARD USA LLC,36080,ABSOLUT VODKA - 80 PROOF - 50ML,LIQUOR,20.09,15.0,0.0,20.09,3.0487989944906833,0.7586533902323376
2020,1,LUNEAU USA INC,360813,EL CIRCULO RIOJA - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,1,ELITE WINES IMPORTS,361054,LAS PERDICES CAB - 750ML,WINE,0.58,1.0,13.0,13.58,2.6796507265805123,1.2658227848101264
2020,1,LABATT USA OPERATING CO LLC,3611,JW DUNDEE HONEY LAGER 2/12 LN - 12OZ,BEER,12.5,6.0,21.0,33.5,3.5409593240373143,0.5185185185185185
2020,1,CONSTELLATION BRANDS,361283,DISENO MAL - 750ML,WINE,14.76,21.0,26.0,40.76,3.731938943574383,1.3959390862944163
2020,1,PERNOD RICARD USA LLC,36137,ABSOLUT VODKA - PEPPAR - 750ML,LIQUOR,2.07,0.0,1.0,3.07,1.4036429994545037,0.32573289902280134
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,361470,THE SHOW CAB - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,PERNOD RICARD USA LLC,36153,ABSOLUT VODKA - CITRON - 750ML,LIQUOR,16.22,14.58,0.0,16.22,2.8460714989995846,0.9047619047619049
2020,1,PUNTO VINO LLC,361593,BRICO DEI TATI BARBERA - 750ML,WINE,1.54,2.0,24.5,26.04,3.2973172511747633,1.1811023622047243
2020,1,PERNOD RICARD USA LLC,36161,ABSOLUT VODKA - CITRON - 1L,LIQUOR,13.72,15.0,8.0,21.72,3.1232455938529506,1.0869565217391304
2020,1,DIONYSOS IMPORTS INC,361690,LELLO RED - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,ELITE WINES IMPORTS,361747,LAS PERDICES S/BLC - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,1,SAZERAC CO,36188,FRIS VODKA - 1.75L,LIQUOR,5.16,4.0,0.0,5.16,1.8180767775454285,0.8116883116883117
2020,1,ELITE WINES IMPORTS,362069,SAN POLO AUKA MAL - 750ML,WINE,0.0,0.0,19.0,19.0,2.995732273553991,1.0
2020,1,KYSELA PERE ET FILS LTD,362107,MAIPE MAL ROSE - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,MONSIEUR TOUTON SELECTION,362158,LOUIS LATOUR P/NOIR DOM VALMOI - 750ML,WINE,1.15,2.0,0.0,1.15,0.7654678421395714,1.3953488372093024
2020,1,DEUTSCH FAMILY WINE & SPIRITS,36234,LUKSUSOWA VODKA - 1.75L,LIQUOR,102.6,111.66,0.0,102.6,4.640537329825382,1.0874517374517374
2020,1,MONSIEUR TOUTON SELECTION,362433,BRICCO AL SOLE MONTEPUL ORG - 750ML,WINE,0.66,1.0,1.0,1.6600000000000001,0.9783261227936078,1.2048192771084336
2020,1,E M D SALES INC,362476,SANTIAGO QUEIROLO ROSE - 750ML,WINE,0.33,1.0,2.0,2.33,1.2029723039923526,1.5037593984962405
2020,1,PERNOD RICARD USA LLC,36250,ABSOLUT VODKA - CITRON - 1.75L,LIQUOR,18.89,20.5,1.0,19.89,3.0392705755684744,1.0809451985922574
2020,1,BACCHUS IMPORTERS LTD,363065,CLAYHOUSE ADOBE RED         25217 - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,STOLI GROUP (USA) LLC,36315,STOLICHNAYA VODKA - 50ML,LIQUOR,0.39,0.0,0.0,0.39,0.3293037471426004,0.7194244604316546
2020,1,LUNEAU USA INC,363308,VILLA JAMIE P/GRIG - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,1,YOUNG WON TRADING INC,363324,KOOK SOON DANG RICE WINE - 240ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,TRADEWINDS SPECIALTY IMPORTS LLC,363529,LAVAL ALBARINO - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,CAMPARI AMERICA LLC,36358,SKYY VODKA - 1L,LIQUOR,21.65,26.0,9.0,30.65,3.4547381485901854,1.1920529801324504
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,363669,DROUHIN BEAUJ VIL - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,BACCHUS IMPORTERS LTD,363685,CONO SUR CARM - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,KYSELA PERE ET FILS LTD,363693,BRESSIA MONTEAGREIO MAL - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,SAZERAC CO,36374,PLATINUM VODKA - 750ML,LIQUOR,29.36,31.0,1.0,30.36,3.445533195482207,1.0540184453227932
2020,1,PERNOD RICARD USA LLC,36390,ABSOLUT VODKA - MANDRIN - 1L,LIQUOR,3.01,4.0,3.0,6.01,1.9473377010464987,1.2468827930174564
2020,1,KYSELA PERE ET FILS LTD,364010,MAIPE TORRONTES - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,QUINTESSENTIAL LLC,364118,PARINGA SPARKLING SHZ - 750ML,WINE,0.0,1.0,1.0,1.0,0.6931471805599453,2.0
2020,1,PUNTO VINO LLC,364231,COLSANTO SAGRANTNO DI MONTEFALCO - 750ML,WINE,1.17,1.0,8.0,9.17,2.3194422100604686,0.9216589861751152
2020,1,CONSTANTINE WINES INC,364487,MONTE VELHO ALENTEJO RED - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,DIAGEO NORTH AMERICA INC,36463,KETEL ONE VODKA - CITROEN - 1L,LIQUOR,5.85,7.0,6.0,11.85,2.553343811341229,1.1678832116788322
2020,1,PERNOD RICARD USA LLC,36510,KENWOOD YULUPA CUVEE BRUT 24/C - 187ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,1,PERNOD RICARD USA LLC,36528,ABSOLUT VODKA - VANILLA - 1L,LIQUOR,4.57,8.0,0.0,4.57,1.7173950539391927,1.6157989228007181
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",365300,SANTA JULIA ORGANICA MAL - 750ML,WINE,7.55,8.0,63.0,70.55,4.27039650600246,1.0526315789473684
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,36544,BERINGER PRIVATE RES CHARD - 750ML,WINE,0.75,0.0,0.0,0.75,0.5596157879354227,0.5714285714285714
2020,1,CONSTANTINE WINES INC,365661,SIGNORELLO CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ELITE WINES IMPORTS,365700,LAUVERJAT SANCERRE MOULIN DES - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,1,ELITE WINES IMPORTS,366046,LAUVERJAT SANCERRE ROSE - 750ML,WINE,0.25,1.0,1.0,1.25,0.8109302162163288,1.6
